sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable	afn-fulfillable-quantity-local	afn-fulfillable-quantity-remote
HT-VEHPAB-2	B0C7R2V7H3	B0C7R2V7H3	TEST HELICOBACTER PYLORI Adeste - Rapido fai da te per lo screening delle infezioni allo stomaco. Confezione da 2 test	New	29.99	No		Yes	18	18	0	0	18	597.96	0	0	0	0	0	0	18	0
HT-VEIGEA-2	B0C7R2CM9V	B0C7R2CM9V	TEST ALLERGIE Adeste - Rapido fai da te per la rilevazione dei livelli IgE nel sangue. Determina la presenza di allergie. Confezione da 2 test	New	29.99	No		Yes	27	27	0	0	27	648.76	0	0	0	0	0	0	27	0
HT-VEIGEA1-A	X00216R1W9	B0C7KWKM8H	TEST ALLERGIE Adeste - Rapido fai da te per la rilevazione dei livelli IgE nel sangue. Determina la presenza di allergie	New	19.99	No		Yes	33	32	0	1	33	594.69	0	0	0	0	0	0	32	0
HT-VEIGEA2-A	X00216KI97	B0C7R2CM9V	TEST ALLERGIE Adeste - Rapido fai da te per la rilevazione dei livelli IgE nel sangue. Determina la presenza di allergie. Confezione da 2 test	New	29.99	No		Yes	0	0	0	0	0	648.76	0	0	0	0	0	0	0	0
HT-VELISR-2	B0C7R2XXYZ	B0C7R2XXYZ	TEST FEGATO Adeste - Rapido fai da te per la rilevazione di problemi al fegato. Confezione da 2 test	New	29.99	No		Yes	0	0	0	0	0	513.08	0	0	0	0	0	0	0	0
HT-VEMAKF-2	B0C7QYNR7V	B0C7QYNR7V	TEST INSUFFICIENZA RENALE Adeste - Rapido fai da te per la rilevazione di albumina nelle urine. Confezione da 2 test	New	29.99	No		Yes	1	1	0	0	1	594.03	0	0	0	0	0	0	1	0
HT-VEPSAR-2	B0C7R1BFWJ	B0C7R1BFWJ	TEST PROSTATA Adeste - Rapido fai da te per la rilevazione dell'antigene prostatico specifico (PSA) nel sangue. Confezione da 2 test	New	29.99	No		Yes	18	18	0	0	18	600.59	0	0	0	0	0	0	18	0
HT-VESTAR-2	B0C7QZZXN5	B0C7QZZXN5	Adeste - Tampone Streptococco rapido bambini e adulti. Test Streptococco Certificato CE in Germania prodotto in Francia. Confezione da 2 test	New	29.99	No		Yes	39	39	0	0	39	651.55	0	0	0	0	0	0	39	0
HT-VESTAR1-A	X00216QJ7H	B0C6F9CYYP	Adeste - Tampone Streptococco rapido bambini e adulti. Test Streptococco Certificato CE in Germania prodotto in Francia	New	19.99	No		Yes	0	0	0	0	0	655.97	0	0	0	0	0	0	0	0
HT-VESTAR2-A	X00216UPWR	B0C7QZZXN5	Adeste - Tampone Streptococco rapido bambini e adulti. Test Streptococco Certificato CE in Germania prodotto in Francia. Confezione da 2 test	New	29.99	No		Yes	47	47	0	0	47	651.55	0	0	0	0	0	0	47	0
J4-OWSA-CTQB	B075RBKZQ4	B075RBKZQ4	Polonord Adeste Srl Porta Cellulare da Passeggio o da Tavolo	New	11.99	No		Yes	0	0	0	0	0	2925.58	0	0	0	0	0	0	0	0
SMICHI2R	X001CYIQC5	B09GFQT6X5	Polonord Adeste Mascherine Chirurgiche, Potere Filtrante 98%, Mascherina Chirurgica Filtrante Monouso di Tipo IIR a 3 Strati, Dispositivo Medico di Classe I, Confezione da 50	New	6.90	No		Yes	22	0	5	17	22	1886.81	0	0	0	0	0	0	0	0
SMICHI2R-100	B0CPJRDXHJ	B0CPJRDXHJ	Polonord Adeste Mascherine Chirurgiche, Potere Filtrante 98%, Mascherina Chirurgica Filtrante Monouso di Tipo IIR a 3 Strati, Dispositivo Medico di Classe I, Confezione da 100	New	9.97	No		Yes	0	0	0	0	0	3723.96	0	0	0	0	0	0	0	0
SMICHI2RD	B08K3M4YDK	B08K3M4YDK	Polonord Adeste Scatola da 50 mascherine chirurgiche monouso a 3 strati di Tipo IIR	New	7.90	Yes	32	No	0	0	0	0	0	2008.89	0	0	0	0	0	0	0	0
SMICHI2RN-100	B0CPJQGW6N	B0CPJQGW6N	Polonord Adeste Mascherine Chirurgiche Nere, Potere Filtrante 98%, Mascherina Chirurgica Filtrante Monouso di Tipo IIR a 3 Strati, Dispositivo Medico di Classe I, Confezione da 100	New	9.97	No		Yes	0	0	0	0	0	4163.63	0	0	0	0	0	0	0	0
SMICHI2RP	X001D3IDBT	B08PS6BBX5	Polonord Adeste Scatola da 50 mascherine chirurgiche monouso a 3 strati di Tipo IIR	New	6.90	No		Yes	0	0	0	0	0	2008.89	0	0	0	0	0	0	0	0
SMIFFP2-DR-1	B0BK9Q8G2T	B0BK9Q8G2T	ADESTE - 50 Mascherine FFP2 Bianche Certificate CE, filiera controllata, elastici comodi, anallergici e regolabili. Sicura: filtrazione in simulazione di indossaggio 99,5%. Buste singole sigillate.	New	12.90	No		Yes	1	0	1	0	1	3364.76	0	0	0	0	0	0	0	0
SMIFFP2-FM-2	B0CLRR1WWK	B0CLRR1WWK	ADESTE - 50 Mascherine FFP2 Nere Certificate CE, Filiera controllata, anallergiche, con elastici comodi e resistenti. Sicura, Buste singole sigillate.	New	14.90	No		Yes	1	0	0	1	1	5329.56	0	0	0	0	0	0	0	0
SMIFFP2-HW-1	B0BK9NP2XP	B0BK9NP2XP	ADESTE - 50 Mascherine FFP2 Bianche Certificate CE, Filiera controllata, anallergiche, con elastici comodi e resistenti. Sicura: capacità filtrante >99,5%, Buste singole sigillate.	New	11.01	No		Yes	55	0	0	55	686	3795.41	0	574	57	0	0	281	0	0
SMIFFP2A	X001A82AF7	B08KCWCM7M	CRDLight YY0525 - Mascherina filtrante FFP2, 5 strati senza valvola in busta singola certificate CE 2163 e conformi alla normativa UNI EN 149:2001+A1:2009, Pacco da 25	New	9.90	No		Yes	0	0	0	0	0	1156.93	0	0	0	0	0	0	0	0
SMIFFP2A-DRHZ	X001B1O9FH	B08T6BMZKR	Dr. HZ 25 Mascherine FFP2 NR a 5 strati senza valvola in busta singola certificate CE 2163 e conformi alla normativa UNI EN 149:2001+A1:2009	New	14.50	No		Yes	0	0	0	0	0	1562.51	0	0	0	0	0	0	0	0
SMIFFP2A-RL-101	X001BU4PLV	B08XQWVC48	Polonord Adeste 25 Mascherine FFP2 a 5 strati senza valvola in busta singola certificate CE 0598 e conformi alla normativa UNI EN 149:2001+A1:2009 | BFE in simulazione di indossaggio 99,5%	New	12.50	No		Yes	0	0	0	0	0	1865.67	0	0	0	0	0	0	0	0
SMIFFP2AD	B08T6BMZKR	B08T6BMZKR	Dr. HZ 25 Mascherine FFP2 NR a 5 strati senza valvola in busta singola certificate CE 2163 e conformi alla normativa UNI EN 149:2001+A1:2009	New	14.50	Yes	0	No	0	0	0	0	0	1562.51	0	0	0	0	0	0	0	0
SMIFFP2HW50	X001ZFTYJ5	B0BK9NP2XP	ADESTE - 50 Mascherine FFP2 Bianche Certificate CE, Filiera controllata, anallergiche, con elastici comodi e resistenti. Sicura: capacità filtrante >99,5%, Buste singole sigillate.	New	15.00	No		Yes	0	0	0	0	0	3795.41	0	0	0	0	0	0	0	0
SMIFFP3A	B08T6LCVN9	B08T6LCVN9	The Purples 10 Mascherine FFP3 NR senza valvola in busta singola certificate CE 0370 e conformi alla normativa UNI EN 149:2001+A1:2009	New	19.90	Yes	89	No	0	0	0	0	0	1789.14	0	0	0	0	0	0	0	0
SMIFFP3AQ5	B08TC3TWL2	B08TC3TWL2	The Purples 10 Mascherine FFP3 NR senza valvola in busta singola certificate CE 0370 e conformi alla normativa UNI EN 149:2001+A1:2009	New	19.90	No		Yes	0	0	0	0	0	1789.14	0	0	0	0	0	0	0	0
SMIFFP3C	B08SC2S914	B08SC2S914	Bela Flor Mascherina FFP3 con Valvola e Elastici Nucali Regolabili, Potere Filtrante 99%, Certificata CE0370, Conforme al Regolamento (UE) 2016/425, Confezione da 10	New	34.40	No		Yes	0	0	0	0	0	6262.32	0	0	0	0	0	0	0	0
SMIFFP3C-A8	X001DSX82X	B08TBW15MT	Bela Flor 10 Mascherine FFP3 NR con valvola in busta singola certificate CE 0370 e conformi alla normativa UNI EN 149:2001+A1:2009	New	34.40	Yes	0	No	0	0	0	0	0		0	0	0	0	0	0	0	0
SMIT11	B09GFQQ1CM	B09GFQQ1CM	Adeste – 5 scatole kit COVID 19 Tamponi Rapidi Salivari. Validato Nuove Varianti 2024. Certificato per uso domestico. Non Invasivo, Non Fastidioso, Facile da Usare	New	30.00	No		Yes	11	0	9	2	11	1142.83	0	0	0	0	0	0	0	0
SMIT13	B09GFLXSRF	B09GFLXSRF	Adeste – 5 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	32.00	No		Yes	2	0	1	1	2	1039.1	0	0	0	0	0	0	0	0
SMIT25	B09HVCKFTB	B09HVCKFTB	Adeste – 5 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	19.99	No		Yes	0	0	0	0	0	1029.44	0	0	0	0	0	0	0	0
SMIT55-10	B091CYLSNF	B091CYLSNF	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	40.00	No		Yes	0	0	0	0	0	1763.74	0	0	0	0	0	0	0	0
SMITC01	B0B5GN86QG	B0B5GN86QG	Adeste – Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 5 Inscatolati Singolarmente. Test Kit che distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	30.00	No		Yes	6	0	1	5	6	1169.87	0	0	0	0	0	0	0	0
SMITC01-10	B0BJZZCVQ1	B0BJZZCVQ1	Adeste - Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 10 Inscatolati Singolarmente. Test Kit che Distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	40.00	No		Yes	1	0	0	1	1	1688.36	0	0	0	0	0	0	0	0
SMITC01-20	B0BJZYJTVX	B0BJZYJTVX	Adeste – Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 20 Inscatolati Singolarmente. Test Kit che Distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	50.00	No		Yes	0	0	0	0	0	3683.48	0	0	0	0	0	0	0	0
SMITC10-751026	X0024BV857	B0BJZZCVQ1	Adeste - Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 10 Inscatolati Singolarmente. Test Kit che Distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	24.19	No		Yes	0	0	0	0	0	1688.36	0	0	0	0	0	0	0	0
SMITC10-A	X001XTZZUZ	B0BJZZCVQ1	Adeste - Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 10 Inscatolati Singolarmente. Test Kit che Distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	24.19	No		Yes	220	214	0	6	220	1688.36	0	0	0	0	0	0	214	0
SMITC20-751026	X0024BYPUR	B0BJZYJTVX	Adeste – Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 20 Inscatolati Singolarmente. Test Kit che Distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	39.99	No		Yes	0	0	0	0	0	3683.48	0	0	0	0	0	0	0	0
SMITC20-A	X001XTSG6Z	B0BJZYJTVX	Adeste – Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 20 Inscatolati Singolarmente. Test Kit che Distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	39.99	No		Yes	36	33	1	2	36	3683.48	0	0	0	0	0	0	33	0
SMITC5-741026	X0024BYNU9	B0B5GN86QG	Adeste – Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 5 Inscatolati Singolarmente. Test Kit che distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	18.99	No		Yes	0	0	0	0	0	1169.87	0	0	0	0	0	0	0	0
SMITC5-A	X001XTZQ2R	B0B5GN86QG	Adeste – Influenza o COVID 19. Tamponi Rapidi Nasali. Confezione da 5 Inscatolati Singolarmente. Test Kit che distingue l'Influenza dal SARS-CoV-2. Validato Nuove Varianti 2024	New	18.99	No		Yes	212	205	0	7	212	1169.87	0	0	0	0	0	0	205	0
SMITJN01-10	B09W1GZMR1	B09W1GZMR1	Adeste – 10 Tamponi COVID 19 rapido. Test Nasali Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	30.00	No		Yes	3	0	3	0	3	2295.01	0	0	0	0	0	0	0	0
SMITJN02-20	B0BQMSMZJ3	B0BQMSMZJ3	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	50.00	No		Yes	2	0	1	1	2	3915.53	0	0	0	0	0	0	0	0
SMITJN10-340726	X0023FEBXF	B09W1GZMR1	Adeste – 10 Tamponi COVID 19 rapido. Test Nasali Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	21.19	No		Yes	2938	2905	2	30	2938	2295.01	0	0	0	1	0	0	2905	0
SMITJN20-340726	X0023FB5MP	B0BQMSMZJ3	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	30.99	No		Yes	419	386	1	32	421	3915.53	0	0	2	0	0	0	386	0
SMITJN20-AR	X0023E93N9	B0BQMSMZJ3	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	30.99	No		Yes	187	186	0	0	187	3915.53	0	0	0	1	0	0	186	0
SMITJN5-330726	X0023FEHEX	B09GFLXSRF	Adeste – 5 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	14.99	No		Yes	3991	3991	0	0	3991	1039.1	0	0	0	0	0	0	3991	0
SMITJN5-AR	X0023DTU3D	B09GFLXSRF	Adeste – 5 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	14.99	No		Yes	2366	2311	1	52	2466	1039.1	0	0	100	2	0	0	2311	0
SMITJS01-10	B0BK1DZGND	B0BK1DZGND	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Salivari. Validato Nuove Varianti 2024. Certificato per uso domestico. Non Invasivo, Non Fastidioso, Facile da Usare	New	19.99	No		Yes	4	0	1	3	4	1738.01	0	0	0	0	0	0	0	0
SMITJS01-20	B0BK1KDS19	B0BK1KDS19	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Salivari. Validato Nuove Varianti 2024. Certificato per Uso Domestico, Risultato rapido. Non Invasivo, Non Fastidioso, Facile da Usare	New	30.99	No		Yes	3	0	2	1	3	3940.93	0	0	0	0	0	0	0	0
SMITJS10-100726	X0023GAYVR	B0BK1DZGND	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Salivari. Validato Nuove Varianti 2024. Certificato per uso domestico. Non Invasivo, Non Fastidioso, Facile da Usare	New	19.99	No		Yes	530	522	2	6	530	1738.01	0	0	0	0	0	0	522	0
SMITJS20	X001XTZX75	B0BK1KDS19	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Salivari. Validato Nuove Varianti 2024. Certificato per Uso Domestico, Risultato rapido. Non Invasivo, Non Fastidioso, Facile da Usare	New	30.99	No		Yes	50	47	0	3	50	3940.93	0	0	0	0	0	0	47	0
SMITJS20-100726	X0023GB93J	B0BK1KDS19	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Salivari. Validato Nuove Varianti 2024. Certificato per Uso Domestico, Risultato rapido. Non Invasivo, Non Fastidioso, Facile da Usare	New	30.99	No		Yes	0	0	0	0	0	3940.93	0	0	0	0	0	0	0	0
SMITJS5-090726	X0023GDPNB	B09GFQQ1CM	Adeste – 5 scatole kit COVID 19 Tamponi Rapidi Salivari. Validato Nuove Varianti 2024. Certificato per uso domestico. Non Invasivo, Non Fastidioso, Facile da Usare	New	13.99	No		Yes	618	536	1	70	619	1142.83	0	0	1	11	0	0	536	0
SMITLY01-10	B0BK196QNQ	B0BK196QNQ	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	40.00	No		Yes	11	0	3	8	11	1654.93	0	0	0	0	0	0	0	0
SMITLY01-20	B0BK1572HN	B0BK1572HN	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	50.00	No		Yes	1	0	0	1	1	3907.82	0	0	0	0	0	0	0	0
SMITLY02-5	B09YCZ3VYV	B09YCZ3VYV	Lyher – 5 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	30.00	No		Yes	0	0	0	0	0	1079.42	0	0	0	0	0	0	0	0
SMITLY1-B	X001XTB9O1	B09R1YR2V2	Lyher – Test COVID 19 Tampone Rapido Nasale oro colloidale. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	4.99	No		Yes	171	168	0	3	171	189.11	0	0	0	0	0	0	168	0
SMITLY1-C	X001XTB29X	B09R1YR2V2	Lyher – Test COVID 19 Tampone Rapido Nasale oro colloidale. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	4.99	No		Yes	100	100	0	0	100	189.11	0	0	0	0	0	0	100	0
SMITLY10	X001WQBK9J	B0BK196QNQ	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	24.45	No		Yes	13	9	2	2	13	1654.93	0	0	0	0	0	0	9	0
SMITLY10-C	X001XTHCBF	B0BK196QNQ	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	24.45	No		Yes	2630	2502	7	110	2849	1654.93	0	214	5	11	0	0	2502	0
SMITLY20-B	X001XTEKMT	B0BK1572HN	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	33.99	No		Yes	13	8	5	0	13	3907.82	0	0	0	0	0	0	8	0
SMITLY20-C	X001XTIEP3	B0BK1572HN	Adeste – 20 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	33.99	No		Yes	323	315	0	8	323	3907.82	0	0	0	0	0	0	315	0
SMITLY310-B	X001XTBKMH	B091CYLSNF	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	24.95	No		Yes	170	161	4	2	170	1763.74	0	0	0	3	0	0	161	0
SMITLY310-C	X001XTTVD7	B091CYLSNF	Adeste – 10 scatole test COVID 19 Tamponi Rapidi Nasali. Validato Nuove Varianti 2024. Sensibilità 100% a carica virale alta. Certificati per Uso Domestico, Risultato rapido	New	24.95	No		Yes	1308	1281	0	24	1318	1763.74	0	0	10	3	0	0	1281	0
